Unnamed: 0,Street address,Zip/Postal Code,Latitude,Longitude,Region,Price,Bedrooms,Bathrooms,Square Footage,Hospital in area,Railway Station in area,School in area,Supermarket in area,Bus Stop in area,Pub in area,Restaurant in area,Cafe in area,Dentist in area,Fast Food in area,Kindergartens in area,Malls in area,Play Ground in area,Parks in area,Post Office in area,geometry,Neighbourhood,Total_crimes (2020-2024),Average_total_crime (per_year),Total_severe_crimes (2020-2024),Average_severe_crimes (per_year),Total_moderate_crimes (2020-2024),Average_moderate_crimes (per_year),Total_minor_crimes (2020-2024),Average_minor_crimes (per_year)
705,4502 Nanaimo St,V5N5J4,49.244476,-123.056264,Vancouver,1749000.0,6 bds,3 ba,"1,678 sqft",0,2,0,4,89,0,50,3,0,7,0,0,0,0,2,POINT (-123.056264 49.244476),Renfrew-Collingwood,10181.0,2036.0,662.0,132.0,714.0,143.0,8805.0,1761.0
706,1318 W 6th Ave #201,V6H1A7,49.26586,-123.134113,Vancouver,888000.0,2 bds,2 ba,945 sqft,1,0,5,7,82,5,100,51,1,29,0,0,0,0,5,POINT (-123.134113 49.26586),Fairview,7292.0,1458.0,456.0,91.0,1071.0,214.0,5765.0,1153.0
707,2767 W 21st Ave,V6L1K4,49.253915,-123.166853,Vancouver,3699000.0,4 bds,4 ba,"2,424 sqft",0,0,1,6,59,2,30,13,0,7,0,0,0,0,1,POINT (-123.166853 49.253915),Arbutus Ridge,1417.0,283.0,80.0,16.0,278.0,56.0,1059.0,212.0
708,3132 Maple St,V6J4X3,49.257641,-123.15101,Vancouver,1995000.0,2 bds,3 ba,"1,890 sqft",0,0,0,9,75,2,68,25,2,8,0,0,0,0,5,POINT (-123.15101 49.257641),Kitsilano,5811.0,1162.0,305.0,61.0,864.0,173.0,4642.0,928.0
709,1500 Howe St #2304,V6Z2N1,49.274171,-123.132003,Vancouver,1990000.0,3 bds,2 ba,"1,708 sqft",0,1,9,13,100,17,216,93,0,77,0,0,0,0,7,POINT (-123.132003 49.274171),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
710,1344 Laburnum St,V6J3W3,49.274001,-123.151118,Vancouver,1960000.0,3 bds,2 ba,"1,367 sqft",0,0,0,6,40,4,71,32,2,12,0,0,0,0,4,POINT (-123.151118 49.274001),Kitsilano,5811.0,1162.0,305.0,61.0,864.0,173.0,4642.0,928.0
711,3513 Triumph St,V5K1S5,49.28412,-123.027764,Vancouver,1099000.0,3 bds,3 ba,"1,442 sqft",0,0,0,1,54,0,17,8,0,4,0,0,0,0,1,POINT (-123.027764 49.28412),Hastings-Sunrise,4895.0,979.0,469.0,94.0,651.0,130.0,3775.0,755.0
712,1004 1003 Burnaby Street,,49.278791,-123.130299,,680000.0,1 bd,1.0,,0,3,11,21,126,20,294,121,0,104,0,0,0,0,13,POINT (-123.130299 49.278791),West End,13175.0,2635.0,2286.0,457.0,1146.0,229.0,9743.0,1949.0
713,512 2220 Kingsway Street,,49.242804,-123.061615,,879000.0,2 bd,2.0,,0,1,0,8,85,0,65,8,0,10,0,0,0,0,3,POINT (-123.061615 49.242804),Kensington-Cedar Cottage,5970.0,1194.0,642.0,128.0,743.0,149.0,4585.0,917.0
714,5756 St. Margarets Street,,49.231853,-123.056188,,2288000.0,6 bd,3.0,,0,0,0,11,103,0,60,7,0,12,0,0,0,0,3,POINT (-123.056188 49.231853),Victoria-Fraserview,2680.0,536.0,260.0,52.0,272.0,54.0,2148.0,430.0
715,7232 Granville Street,,49.220342,-123.139696,,2688000.0,3 bd,2.0,,0,0,0,2,65,1,27,8,0,9,0,0,0,0,1,POINT (-123.139696 49.220342),Oakridge,1595.0,319.0,138.0,28.0,346.0,69.0,1111.0,222.0
716,1207 8533 River District Crossing,,49.20489,-123.031289,,909000.0,2 bd,2.0,,0,0,0,1,36,0,6,2,0,2,0,0,0,0,0,POINT (-123.031289 49.20489),Killarney,2576.0,515.0,287.0,57.0,306.0,61.0,1983.0,397.0
717,Thk 1111 Marinaside Crescent,,49.273637,-123.116652,,3499000.0,3 bd,3.0,,0,10,31,18,162,32,291,166,1,146,0,0,0,0,12,POINT (-123.116652 49.273637),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
718,585 W 26th Avenue,,49.247719,-123.117975,,2299900.0,4 bd,3.0,,1,1,3,3,61,0,34,23,0,7,0,0,0,0,3,POINT (-123.117975 49.247719),South Cambie,1668.0,334.0,94.0,19.0,303.0,61.0,1271.0,254.0
719,557 W 26th Avenue,,49.24771,-123.117467,,2199900.0,4 bd,3.0,,1,1,3,3,61,0,33,22,0,6,0,0,0,0,3,POINT (-123.117467 49.24771),South Cambie,1668.0,334.0,94.0,19.0,303.0,61.0,1271.0,254.0
720,2302 1499 W Pender Street,,49.289964,-123.128049,,2999900.0,2 bd,3.0,,0,2,9,18,111,18,289,126,0,90,0,0,0,0,12,POINT (-123.128049 49.289964),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
721,676 W 26th Avenue,,49.247343,-123.091001,,1990000.0,3 bd,3.0,,1,0,0,6,71,0,76,24,0,11,0,0,0,0,1,POINT (-123.091001 49.247343),Riley Park,3276.0,655.0,229.0,46.0,566.0,113.0,2481.0,496.0
722,1 1809 E 15th Avenue,,49.257088,-123.067721,,1738000.0,4 bd,4.0,,0,2,0,6,82,2,66,14,0,25,0,0,0,0,3,POINT (-123.067721 49.257088),Kensington-Cedar Cottage,5970.0,1194.0,642.0,128.0,743.0,149.0,4585.0,917.0
723,1204 983 E Hastings Street,,49.281639,-123.078845,,724900.0,1 bd,1.0,,0,0,0,4,54,1,40,20,0,5,0,0,0,0,0,POINT (-123.078845 49.281639),Strathcona,12000.0,2400.0,2777.0,555.0,1155.0,231.0,8068.0,1614.0
724,319 760 Kingsway Street,,49.255851,-123.088796,,449000.0,1 bd,1.0,,1,0,1,10,88,1,95,24,0,19,0,0,0,0,3,POINT (-123.088796 49.255851),Kensington-Cedar Cottage,5970.0,1194.0,642.0,128.0,743.0,149.0,4585.0,917.0
725,1 2320 Grant Street,,49.270954,-123.057629,,1879000.0,3 bd,4.0,,0,0,0,9,53,2,86,29,0,17,0,0,0,0,3,POINT (-123.057629 49.270954),Grandview-Woodland,8009.0,1602.0,1172.0,234.0,963.0,193.0,5874.0,1175.0
726,2 2260 E 25th Avenue,,49.24791,-123.059213,,1548000.0,3 bd,4.0,,0,1,0,4,66,0,49,6,0,7,0,0,0,0,2,POINT (-123.059213 49.24791),Kensington-Cedar Cottage,5970.0,1194.0,642.0,128.0,743.0,149.0,4585.0,917.0
727,1310 819 Hamilton Street,,49.278803,-123.116521,,839900.0,2 bd,2.0,,0,9,29,17,164,39,310,180,1,149,0,0,0,0,12,POINT (-123.116521 49.278803),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
728,627 W 39th Avenue,,49.235667,-123.118886,,9000000.0,4 bd,2.0,,1,2,3,0,63,0,5,10,0,2,0,0,0,0,1,POINT (-123.118886 49.235667),South Cambie,1668.0,334.0,94.0,19.0,303.0,61.0,1271.0,254.0
729,5120 Killarney Street,,49.237924,-123.043571,,2699000.0,7 bd,4.0,,0,2,1,4,113,0,41,8,0,9,0,0,0,0,2,POINT (-123.043571 49.237924),Renfrew-Collingwood,10181.0,2036.0,662.0,132.0,714.0,143.0,8805.0,1761.0
730,2610 89 Nelson Street,,49.274967,-123.115376,,759000.0,1 bd,1.0,,0,10,28,16,170,36,306,178,1,147,0,0,0,0,11,POINT (-123.115376 49.274967),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
731,160 1 E Cordova Street,,49.282576,-123.103734,,429900.0,0 bd,1.0,,0,7,21,9,143,31,151,106,0,86,0,0,0,0,6,POINT (-123.103734 49.282576),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
732,Ph610 1540 W 2nd Avenue,,49.269418,-123.139838,,2799000.0,2 bd,3.0,,0,0,3,6,74,3,97,51,2,27,0,0,0,0,4,POINT (-123.139838 49.269418),Fairview,7292.0,1458.0,456.0,91.0,1071.0,214.0,5765.0,1153.0
733,215 2889 E 1st Avenue,,49.269961,-123.044686,,729000.0,2 bd,2.0,,0,1,1,1,67,0,19,11,0,8,0,0,0,0,2,POINT (-123.044686 49.269961),Hastings-Sunrise,4895.0,979.0,469.0,94.0,651.0,130.0,3775.0,755.0
734,412 2528 Maple Street,,49.263465,-123.149961,,1079900.0,2 bd,2.0,,0,0,1,8,83,4,100,42,2,16,0,0,0,0,5,POINT (-123.149961 49.263465),Kitsilano,5811.0,1162.0,305.0,61.0,864.0,173.0,4642.0,928.0
735,8 1019 Gilford Street,,49.2903,-123.140972,,1075000.0,2 bd,2.0,,0,0,0,8,46,4,123,36,0,28,0,0,0,0,6,POINT (-123.140972 49.2903),West End,13175.0,2635.0,2286.0,457.0,1146.0,229.0,9743.0,1949.0
736,2551 Triumph Street,,49.284141,-123.053337,,1479000.0,3 bd,4.0,,0,0,0,1,47,3,34,15,0,9,0,0,0,0,1,POINT (-123.053337 49.284141),Hastings-Sunrise,4895.0,979.0,469.0,94.0,651.0,130.0,3775.0,755.0
737,4004 128 W Cordova Street,,49.282525,-123.107958,,699000.0,1 bd,1.0,,0,9,22,12,138,33,204,136,0,112,0,0,0,0,8,POINT (-123.107958 49.282525),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
738,708 1688 Pullman Porter Street,,49.234408,-123.025829,,928000.0,1 bd,1.0,,0,1,1,3,92,0,50,18,0,13,0,0,0,0,3,POINT (-123.025829 49.234408),Renfrew-Collingwood,10181.0,2036.0,662.0,132.0,714.0,143.0,8805.0,1761.0
739,503 53 W Hastings Street,,49.282116,-123.106307,,499900.0,1 bd,1.0,,0,8,21,11,157,33,196,126,0,102,0,0,0,0,8,POINT (-123.106307 49.282116),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
740,2783 W 8th Avenue,,49.265184,-123.168051,,1899000.0,4 bd,3.0,,0,0,0,9,59,4,59,25,0,9,0,0,0,0,3,POINT (-123.168051 49.265184),Kitsilano,5811.0,1162.0,305.0,61.0,864.0,173.0,4642.0,928.0
741,2768 E 25th Avenue,,49.247673,-123.047995,,2998000.0,7 bd,7.0,,0,3,0,1,77,0,26,4,0,5,0,0,0,0,2,POINT (-123.047995 49.247673),Renfrew-Collingwood,10181.0,2036.0,662.0,132.0,714.0,143.0,8805.0,1761.0
742,115 1717 W 13th Avenue,,49.260182,-123.144071,,788800.0,2 bd,1.0,,0,0,2,5,91,3,85,39,2,19,0,0,0,0,5,POINT (-123.144071 49.260182),Fairview,7292.0,1458.0,456.0,91.0,1071.0,214.0,5765.0,1153.0
743,301 345 Water Street,,49.284779,-123.109806,,679900.0,1 bd,1.0,,0,7,24,12,132,30,213,137,0,115,0,0,0,0,7,POINT (-123.109806 49.284779),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
744,503 910 Beach Avenue,,49.275321,-123.133399,,525000.0,1 bd,1.0,,0,1,7,13,100,17,210,91,0,74,0,0,0,0,8,POINT (-123.133399 49.275321),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
745,557 Rupert Street,,49.279434,-123.034049,,1799000.0,6 bd,2.0,,0,0,1,0,64,0,10,8,0,5,0,0,0,0,0,POINT (-123.034049 49.279434),Hastings-Sunrise,4895.0,979.0,469.0,94.0,651.0,130.0,3775.0,755.0
746,4042 W 34th Avenue,,49.241176,-123.195008,,6388000.0,5 bd,6.0,,0,0,0,2,32,0,9,1,0,2,0,0,0,0,2,POINT (-123.195008 49.241176),Dunbar-Southlands,1840.0,368.0,172.0,34.0,316.0,63.0,1352.0,270.0
747,688 W 6th Avenue,,49.265627,-123.120135,,1015000.0,2 bd,2.0,,1,3,7,10,91,8,163,62,1,33,0,0,0,0,7,POINT (-123.120135 49.265627),Fairview,7292.0,1458.0,456.0,91.0,1071.0,214.0,5765.0,1153.0
748,7 5389 Vine Street,,49.237777,-123.16025,,1898000.0,3 bd,2.0,,0,0,2,5,61,0,30,13,0,7,0,0,0,0,1,POINT (-123.16025 49.237777),Arbutus Ridge,1417.0,283.0,80.0,16.0,278.0,56.0,1059.0,212.0
749,102 1860 W 6th Avenue,,49.264776,-123.066519,,1089900.0,2 bd,2.0,,0,3,0,7,71,2,76,22,0,26,0,0,0,0,4,POINT (-123.066519 49.264776),Grandview-Woodland,8009.0,1602.0,1172.0,234.0,963.0,193.0,5874.0,1175.0
750,1802 1351 Continental Street,,49.276267,-123.128981,,825000.0,1 bd,1.0,,0,3,15,15,123,19,275,124,1,98,0,0,0,0,10,POINT (-123.128981 49.276267),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
751,213 1869 Spyglass Place,,49.268942,-123.115296,,1222000.0,2 bd,2.0,,1,4,12,13,94,17,210,89,1,68,0,0,0,0,9,POINT (-123.115296 49.268942),Fairview,7292.0,1458.0,456.0,91.0,1071.0,214.0,5765.0,1153.0
