Street address,Neighbourhood,Latitude,Longitude,Price,Bedrooms,Bathrooms,Square Footage,Hospital in area_0.5,Railway Station in area_0.5,School in area_0.5,Supermarket in area_0.5,Bus Stop in area_0.5,Pub in area_0.5,Restaurant in area_0.5,Cafe in area_0.5,Dentist in area_0.5,Fast Food in area_0.5,Kindergartens in area_0.5,Malls in area_0.5,Play Ground in area_0.5,Parks in area_0.5,Post Office in area_0.5,Hospital in area_1.0,Railway Station in area_1.0,School in area_1.0,Supermarket in area_1.0,Bus Stop in area_1.0,Pub in area_1.0,Restaurant in area_1.0,Cafe in area_1.0,Dentist in area_1.0,Fast Food in area_1.0,Kindergartens in area_1.0,Malls in area_1.0,Play Ground in area_1.0,Parks in area_1.0,Post Office in area_1.0,Hospital in area_1.5,Railway Station in area_1.5,School in area_1.5,Supermarket in area_1.5,Bus Stop in area_1.5,Pub in area_1.5,Restaurant in area_1.5,Cafe in area_1.5,Dentist in area_1.5,Fast Food in area_1.5,Kindergartens in area_1.5,Malls in area_1.5,Play Ground in area_1.5,Parks in area_1.5,Post Office in area_1.5,geometry,Total_crimes (2020-2024),Average_total_crime (per_year),Total_severe_crimes (2020-2024),Average_severe_crimes (per_year),Total_moderate_crimes (2020-2024),Average_moderate_crimes (per_year),Total_minor_crimes (2020-2024),Average_minor_crimes (per_year),Class 6G,Class 5G,Class 4G,Class 3G,Class 2G,Class 1G,Class 6G_T,Class 5G_T,Class 4G_T,Class 3G_T,Class 2G_T,Class 1G_T
413 - 600 Fleet St W,fort york-liberty village,43.636698,-79.400078,449000,1,1,,0,0,1,4,4,0,7,4,0,2,0,0,0,0,1,0,0,1,6,12,8,44,22,0,17,0,0,0,0,3,0,0,3,12,24,16,137,55,0,60,0,0,0,0,7,POINT (-79.400078 43.636698),1224,245,696,139,295,59,233,47,2195,4680,3045,4020,2890,1480,2305,5905,3920,4035,1120,1020
824 - 231 Fort York Blvd,fort york-liberty village,43.636971,-79.406075,619000,2,1,,0,0,0,1,9,0,1,1,0,0,0,0,0,0,0,0,0,1,5,18,4,26,18,0,16,0,0,0,0,3,0,1,4,10,37,13,113,51,0,42,0,0,0,0,4,POINT (-79.406075 43.636971),1224,245,696,139,295,59,233,47,2195,4680,3045,4020,2890,1480,2305,5905,3920,4035,1120,1020
301 - 200 Manitoba Street,fort york-liberty village,43.634873,-79.420868,879999,2,2,,0,1,0,2,12,0,4,4,0,2,0,0,0,0,0,0,1,0,4,27,4,25,12,0,23,0,0,0,0,0,1,1,2,6,51,7,69,37,0,38,0,0,0,0,1,POINT (-79.420868 43.634873),1224,245,696,139,295,59,233,47,2195,4680,3045,4020,2890,1480,2305,5905,3920,4035,1120,1020
512 - 55 East Liberty,fort york-liberty village,43.638615,-79.412742,799000,2,2,,0,0,0,1,10,2,4,5,0,10,0,0,0,0,0,0,1,0,3,31,6,41,29,0,22,0,0,0,0,1,0,1,4,8,50,13,117,58,0,49,0,0,0,0,4,POINT (-79.412742 43.638615),1224,245,696,139,295,59,233,47,2195,4680,3045,4020,2890,1480,2305,5905,3920,4035,1120,1020
1906 - 55 East Liberty Street,fort york-liberty village,43.638615,-79.412742,950000,2,2,,0,0,0,1,10,2,4,5,0,10,0,0,0,0,0,0,1,0,3,31,6,41,29,0,22,0,0,0,0,1,0,1,4,8,50,13,117,58,0,49,0,0,0,0,4,POINT (-79.412742 43.638615),1224,245,696,139,295,59,233,47,2195,4680,3045,4020,2890,1480,2305,5905,3920,4035,1120,1020
741 - 38 Iannuzzi St,fort york-liberty village,43.637143,-79.401524,715000,3,2,,0,0,0,4,4,0,5,6,0,2,0,0,0,0,1,0,0,1,6,16,8,42,24,0,12,0,0,0,0,3,0,0,3,11,25,17,138,57,0,65,0,0,0,0,7,POINT (-79.401524 43.637143),1224,245,696,139,295,59,233,47,2195,4680,3045,4020,2890,1480,2305,5905,3920,4035,1120,1020
606 - 219 Fort York Blvd,fort york-liberty village,43.636659,-79.405582,639000,1,1,,0,0,0,1,8,0,1,1,0,0,0,0,0,0,0,0,0,1,5,19,4,26,19,0,15,0,0,0,0,3,0,1,4,9,35,13,111,50,0,44,0,0,0,0,4,POINT (-79.405582 43.636659),1224,245,696,139,295,59,233,47,2195,4680,3045,4020,2890,1480,2305,5905,3920,4035,1120,1020
1510 - 19 Western Battery Rd,fort york-liberty village,43.63957,-79.411329,655000,3,2,,0,0,0,1,9,1,3,6,0,5,0,0,0,0,0,0,1,1,5,27,6,49,28,0,25,0,0,0,0,2,0,1,5,12,47,14,142,62,0,56,0,0,0,0,5,POINT (-79.411329 43.63957),1224,245,696,139,295,59,233,47,2195,4680,3045,4020,2890,1480,2305,5905,3920,4035,1120,1020
77 Magellan Dr,glenfield-jane heights,43.736555,-79.508517,855900,3 bds,1 ba,,0,0,0,1,9,0,2,0,0,0,0,0,0,0,0,0,0,7,2,32,0,5,0,0,2,0,0,0,0,0,0,0,20,2,64,0,5,0,0,3,0,0,0,0,0,POINT (-79.508517 43.736555),2919,584,1530,306,908,182,481,96,5945,12120,3410,1535,390,80,6110,13525,2790,910,85,55
21 Mayberry Rd,glenfield-jane heights,43.741518,-79.518308,650000,3 bds,2 ba,,0,0,2,0,3,0,2,0,0,1,0,0,0,0,0,0,0,12,2,19,0,5,1,0,2,0,0,0,0,0,0,0,15,2,44,0,7,1,0,7,0,0,0,0,0,POINT (-79.518308 43.741518),2919,584,1530,306,908,182,481,96,5945,12120,3410,1535,390,80,6110,13525,2790,910,85,55
70 Watney Cres,glenfield-jane heights,43.744208,-79.504555,975000,4,3,,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,12,2,31,0,0,0,0,0,0,0,0,0,0,0,0,20,2,71,0,7,0,0,6,0,0,0,0,0,POINT (-79.504555 43.744208),2919,584,1530,306,908,182,481,96,5945,12120,3410,1535,390,80,6110,13525,2790,910,85,55
86 Blossom Cres,glenfield-jane heights,43.750556,-79.524858,799999,4,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,4,1,0,8,0,0,0,0,0,0,0,6,0,43,0,8,4,0,23,0,0,0,0,0,POINT (-79.524858 43.750556),2919,584,1530,306,908,182,481,96,5945,12120,3410,1535,390,80,6110,13525,2790,910,85,55
48 Gondola Cres,golfdale-cedarbrae-woburn,43.767244,-79.209421,899000,4 bds,2 ba,,0,0,1,0,8,0,0,0,0,3,0,0,0,0,2,0,0,6,0,27,0,1,0,0,6,0,0,0,0,2,0,0,11,1,31,0,1,0,0,8,0,0,0,0,2,POINT (-79.209421 43.767244),2151,430,1087,217,641,128,423,85,5440,9795,2970,1670,675,145,5590,10860,2725,1245,165,95
64 Chandler Dr,golfdale-cedarbrae-woburn,43.765412,-79.220644,899000,5 bds,2 ba,,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,2,31,0,7,0,0,23,0,0,0,0,1,0,0,13,2,49,0,10,2,0,33,0,0,0,0,3,POINT (-79.220644 43.765412),2151,430,1087,217,641,128,423,85,5440,9795,2970,1670,675,145,5590,10860,2725,1245,165,95
42 Mossbank Dr,golfdale-cedarbrae-woburn,43.765598,-79.212505,888000,4 bds,3 ba,,0,0,0,0,6,0,0,0,0,6,0,0,0,0,1,0,0,9,1,31,0,1,0,0,8,0,0,0,0,2,0,0,11,2,33,0,3,0,0,14,0,0,0,0,3,POINT (-79.212505 43.765598),2151,430,1087,217,641,128,423,85,5440,9795,2970,1670,675,145,5590,10860,2725,1245,165,95
524 Scarborough Golf Club Rd,golfdale-cedarbrae-woburn,43.760083,-79.215919,1048800,4 bds,3 ba,,0,0,6,1,6,0,0,0,0,5,0,0,0,0,0,0,0,8,2,16,0,1,0,0,14,0,0,0,0,2,0,0,10,2,48,0,7,0,0,19,0,0,0,0,3,POINT (-79.215919 43.760083),2151,430,1087,217,641,128,423,85,5440,9795,2970,1670,675,145,5590,10860,2725,1245,165,95
7 Wortham Dr,golfdale-cedarbrae-woburn,43.762929,-79.224939,1149000,6 bds,2 ba,,0,0,0,1,11,0,4,0,0,9,0,0,0,0,1,0,0,8,2,28,0,8,2,0,25,0,0,0,0,1,0,0,12,2,54,0,11,3,0,32,0,0,0,0,1,POINT (-79.224939 43.762929),2151,430,1087,217,641,128,423,85,5440,9795,2970,1670,675,145,5590,10860,2725,1245,165,95
LPh 01 - 10 Meadowglen Pl,golfdale-cedarbrae-woburn,43.774291,-79.229879,598000,3,2,,0,0,1,0,6,0,0,1,0,5,0,0,0,0,0,0,0,7,0,23,0,9,3,0,17,0,0,0,0,0,0,0,13,0,59,0,11,7,0,24,0,0,0,0,0,POINT (-79.229879 43.774291),2151,430,1087,217,641,128,423,85,5440,9795,2970,1670,675,145,5590,10860,2725,1245,165,95
718 - 30 Meadowglen Pl,golfdale-cedarbrae-woburn,43.774774,-79.230498,599000,2,2,,0,0,1,0,6,0,2,2,0,6,0,0,0,0,0,0,0,7,0,28,0,9,3,0,19,0,0,0,0,0,0,0,13,0,58,0,10,7,0,22,0,0,0,0,0,POINT (-79.230498 43.774774),2151,430,1087,217,641,128,423,85,5440,9795,2970,1670,675,145,5590,10860,2725,1245,165,95
407 - 10 Meadowglen Pl,golfdale-cedarbrae-woburn,43.774291,-79.229879,499900,2,1,,0,0,1,0,6,0,0,1,0,5,0,0,0,0,0,0,0,7,0,23,0,9,3,0,17,0,0,0,0,0,0,0,13,0,59,0,11,7,0,24,0,0,0,0,0,POINT (-79.229879 43.774291),2151,430,1087,217,641,128,423,85,5440,9795,2970,1670,675,145,5590,10860,2725,1245,165,95
203 Parkmount Rd,greenwood-coxwell,43.682084,-79.32556,799000,4 bds,3 ba,,0,1,0,0,18,1,2,3,0,3,0,0,0,0,0,1,2,5,1,51,2,6,5,0,6,0,0,0,0,0,1,3,8,3,99,3,20,14,0,15,0,0,0,0,0,POINT (-79.32556 43.682084),1471,294,634,127,511,102,326,65,2245,3845,1380,1590,1280,845,2325,4305,1700,1690,545,615
191 Parkmount Rd,greenwood-coxwell,43.681804,-79.325548,1139000,4 bds,4 ba,,0,1,0,0,18,1,2,3,0,3,0,0,0,0,0,1,2,5,1,48,2,6,5,0,6,0,0,0,0,0,1,3,8,3,97,3,20,14,0,15,0,0,0,0,0,POINT (-79.325548 43.681804),1471,294,634,127,511,102,326,65,2245,3845,1380,1590,1280,845,2325,4305,1700,1690,545,615
62 Kent Rd,greenwood-coxwell,43.667307,-79.321014,995000,3 bds,2 ba,,0,0,0,0,5,1,5,0,0,3,0,0,0,0,0,0,0,3,2,26,1,20,4,0,11,0,0,0,0,0,0,0,5,3,53,4,25,7,0,18,0,0,0,0,0,POINT (-79.321014 43.667307),1471,294,634,127,511,102,326,65,2245,3845,1380,1590,1280,845,2325,4305,1700,1690,545,615
10 - 1321 Gerrard St E,greenwood-coxwell,43.67114,-79.326224,750000,2,1,,0,0,1,0,9,0,6,0,0,1,0,0,0,0,0,0,0,3,2,29,0,16,4,0,5,0,0,0,0,0,0,2,10,3,78,7,38,15,0,31,0,0,0,0,0,POINT (-79.326224 43.67114),1471,294,634,127,511,102,326,65,2245,3845,1380,1590,1280,845,2325,4305,1700,1690,545,615
229 Craven Rd,greenwood-coxwell,43.669466,-79.319759,989000,4,3,,0,0,0,2,8,0,14,4,0,6,0,0,0,0,0,0,0,2,2,29,1,19,5,0,12,0,0,0,0,0,0,0,5,2,52,3,25,6,0,16,0,0,0,0,0,POINT (-79.319759 43.669466),1471,294,634,127,511,102,326,65,2245,3845,1380,1590,1280,845,2325,4305,1700,1690,545,615
302 - 36 Zorra St,greenwood-coxwell,43.663368,-79.324904,565000,2,1,,0,0,2,0,7,1,4,0,0,3,0,0,0,0,0,0,0,4,1,29,4,13,2,0,8,0,0,0,0,0,0,0,6,4,52,5,33,9,0,20,0,0,0,0,0,POINT (-79.324904 43.663368),1471,294,634,127,511,102,326,65,2245,3845,1380,1590,1280,845,2325,4305,1700,1690,545,615
69 Laing Street,greenwood-coxwell,43.663451,-79.3269,1075000,3,2,,0,0,2,0,13,2,5,1,0,4,0,0,0,0,0,0,0,4,1,31,4,13,3,0,8,0,0,0,0,0,0,0,7,4,57,5,40,13,0,23,0,0,0,0,0,POINT (-79.3269 43.663451),1471,294,634,127,511,102,326,65,2245,3845,1380,1590,1280,845,2325,4305,1700,1690,545,615
244 Ashdale Ave,greenwood-coxwell,43.671462,-79.32173,1488000,4,3,,0,0,1,2,8,0,11,4,0,2,0,0,0,0,0,0,0,2,2,29,1,19,4,0,11,0,0,0,0,0,0,1,6,3,61,4,27,9,0,18,0,0,0,0,0,POINT (-79.32173 43.671462),1471,294,634,127,511,102,326,65,2245,3845,1380,1590,1280,845,2325,4305,1700,1690,545,615
1313 Gerrard St E,greenwood-coxwell,43.671078,-79.326558,1499000,2,2,,0,0,1,0,9,0,4,0,0,1,0,0,0,0,0,0,0,3,2,29,1,17,4,0,6,0,0,0,0,0,0,1,10,3,76,7,38,16,0,31,0,0,0,0,0,POINT (-79.326558 43.671078),1471,294,634,127,511,102,326,65,2245,3845,1380,1590,1280,845,2325,4305,1700,1690,545,615
41 Dearham Wood,guildwood,43.752788,-79.189511,1106600,4 bds,2 ba,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,5,0,0,0,0,1,POINT (-79.189511 43.752788),545,109,222,44,138,28,185,37,1470,2715,1355,1185,935,345,1530,3235,1390,1235,365,255
55 Regency Sq,guildwood,43.752281,-79.194912,1299000,5bds,2ba,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,4,0,0,0,0,1,0,0,0,1,10,0,0,2,0,4,0,0,0,0,1,POINT (-79.194912 43.752281),545,109,222,44,138,28,185,37,1470,2715,1355,1185,935,345,1530,3235,1390,1235,365,255
423 Guildwood Pkwy,guildwood,43.750362,-79.185067,2999990,5 bds,6 ba,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-79.185067 43.750362),545,109,222,44,138,28,185,37,1470,2715,1355,1185,935,345,1530,3235,1390,1235,365,255
824 - 10 Guildwood Pkwy S,guildwood,43.749924,-79.205,1200000,2,3,,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,0,1,0,3,0,0,0,0,1,0,0,13,1,17,1,2,1,0,6,0,0,0,0,1,POINT (-79.205 43.749924),545,109,222,44,138,28,185,37,1470,2715,1355,1185,935,345,1530,3235,1390,1235,365,255
17 Bathurst St #4205,harbourfront-cityplace,43.637435,-79.398908,619995,1 bd,1 ba,,0,0,1,3,4,0,8,6,0,2,0,0,0,0,1,0,0,2,6,11,8,56,24,0,17,0,0,0,0,4,0,0,4,13,24,18,158,62,0,76,0,0,0,0,8,POINT (-79.398908 43.637435),2534,507,1444,289,646,129,444,89,3900,6860,3875,4880,3460,1985,4085,8160,5135,4745,1355,1470
270 Queens Quay W #805,harbourfront-cityplace,43.639173,-79.386389,685900,3 bds,1 ba,,0,0,0,1,1,0,14,5,0,15,0,0,0,0,1,0,3,0,8,5,11,83,54,0,121,0,0,0,0,3,0,5,4,18,42,34,208,118,0,220,0,0,0,0,9,POINT (-79.386389 43.639173),2534,507,1444,289,646,129,444,89,3900,6860,3875,4880,3460,1985,4085,8160,5135,4745,1355,1470
260 Queens Quay W #1304,harbourfront-cityplace,43.63928,-79.385715,629000,1 bd,1 ba,,0,0,0,1,1,1,13,5,0,18,0,0,0,0,1,0,3,0,8,7,13,80,59,0,123,0,0,0,0,3,0,5,4,16,45,36,202,119,0,219,0,0,0,0,10,POINT (-79.385715 43.63928),2534,507,1444,289,646,129,444,89,3900,6860,3875,4880,3460,1985,4085,8160,5135,4745,1355,1470
38 Dan Leckie Way #2209,harbourfront-cityplace,43.637492,-79.398104,689000,2 bds,1 ba,,0,0,1,2,3,0,8,5,0,2,0,0,0,0,1,0,0,2,7,12,6,53,25,0,18,0,0,0,0,3,0,0,4,16,23,19,163,64,0,88,0,0,0,0,8,POINT (-79.398104 43.637492),2534,507,1444,289,646,129,444,89,3900,6860,3875,4880,3460,1985,4085,8160,5135,4745,1355,1470
8 Telegram Mews #622,harbourfront-cityplace,43.640493,-79.394916,499000,2 bds,2 ba,,0,0,0,1,2,1,14,9,0,9,0,0,0,0,1,0,0,2,10,10,14,112,43,0,64,0,0,0,0,4,0,2,10,19,23,33,230,104,0,151,0,0,0,0,10,POINT (-79.394916 43.640493),2534,507,1444,289,646,129,444,89,3900,6860,3875,4880,3460,1985,4085,8160,5135,4745,1355,1470
21 Iceboat Ter PENTHOUSE 10,harbourfront-cityplace,43.640393,-79.397362,2950000,4 bds,4 ba,,0,0,0,3,2,2,12,10,0,4,0,0,0,0,1,0,0,2,12,10,12,108,41,0,47,0,0,0,0,7,0,0,7,18,23,29,221,89,0,126,0,0,0,0,10,POINT (-79.397362 43.640393),2534,507,1444,289,646,129,444,89,3900,6860,3875,4880,3460,1985,4085,8160,5135,4745,1355,1470
10 Capreol Ct #902,harbourfront-cityplace,43.640268,-79.396014,599000,2 bds,1 ba,,0,0,0,2,0,1,12,8,0,7,0,0,0,0,0,0,0,2,11,10,12,108,41,0,54,0,0,0,0,4,0,1,8,19,22,32,228,95,0,137,0,0,0,0,10,POINT (-79.396014 43.640268),2534,507,1444,289,646,129,444,89,3900,6860,3875,4880,3460,1985,4085,8160,5135,4745,1355,1470
11 Brunel Ct #5005,harbourfront-cityplace,43.639441,-79.393173,570000,1 bd,1 ba,,0,0,0,1,2,1,9,7,0,8,0,0,0,0,1,0,0,2,12,7,8,90,37,0,61,0,0,0,0,5,0,2,7,19,18,33,221,108,0,178,0,0,0,0,8,POINT (-79.393173 43.639441),2534,507,1444,289,646,129,444,89,3900,6860,3875,4880,3460,1985,4085,8160,5135,4745,1355,1470
208 Queens Quay W #511,harbourfront-cityplace,43.64009,-79.381499,649000,3 bds,2 ba,,0,0,0,4,1,3,25,19,0,44,0,0,0,0,1,0,3,0,10,31,12,71,65,0,132,0,0,0,0,4,0,6,1,19,59,43,215,128,0,234,0,0,0,0,14,POINT (-79.381499 43.64009),2534,507,1444,289,646,129,444,89,3900,6860,3875,4880,3460,1985,4085,8160,5135,4745,1355,1470
75 Queens Wharf Rd #3901,harbourfront-cityplace,43.63836,-79.398657,1049000,2 bds,2 ba,"1,008 sqft",0,0,1,3,4,0,8,7,0,2,0,0,0,0,1,0,0,2,8,13,8,60,27,0,22,0,0,0,0,4,0,0,5,16,24,22,173,70,0,93,0,0,0,0,8,POINT (-79.398657 43.63836),2534,507,1444,289,646,129,444,89,3900,6860,3875,4880,3460,1985,4085,8160,5135,4745,1355,1470
25 Lower Simcoe St #318,harbourfront-cityplace,43.641411,-79.383308,969000,3 bds,2 ba,,0,1,0,4,3,4,35,22,0,42,0,0,0,0,2,0,3,0,10,31,19,109,77,0,159,0,0,0,0,6,0,6,3,20,60,45,234,142,0,242,0,0,0,0,14,POINT (-79.383308 43.641411),2534,507,1444,289,646,129,444,89,3900,6860,3875,4880,3460,1985,4085,8160,5135,4745,1355,1470
38 Dan Leckie Way #1607,harbourfront-cityplace,43.637492,-79.398104,628000,2 bds,1 ba,,0,0,1,2,3,0,8,5,0,2,0,0,0,0,1,0,0,2,7,12,6,53,25,0,18,0,0,0,0,3,0,0,4,16,23,19,163,64,0,88,0,0,0,0,8,POINT (-79.398104 43.637492),2534,507,1444,289,646,129,444,89,3900,6860,3875,4880,3460,1985,4085,8160,5135,4745,1355,1470
501 - 2045 Lake Shore Blvd W,harbourfront-cityplace,43.637539,-79.399222,875000,2,2,,0,0,1,4,4,0,8,7,0,2,0,0,0,0,1,0,0,2,6,11,8,56,25,0,17,0,0,0,0,4,0,0,4,13,25,18,159,62,0,75,0,0,0,0,8,POINT (-79.399222 43.637539),2534,507,1444,289,646,129,444,89,3900,6860,3875,4880,3460,1985,4085,8160,5135,4745,1355,1470
3306 - 14 York St,harbourfront-cityplace,43.641931,-79.381365,699000,2,1,,0,2,0,3,9,7,32,29,0,45,0,0,0,0,1,0,4,0,10,37,20,104,80,0,162,0,0,0,0,6,0,6,3,20,68,46,240,146,0,257,0,0,0,0,14,POINT (-79.381365 43.641931),2534,507,1444,289,646,129,444,89,3900,6860,3875,4880,3460,1985,4085,8160,5135,4745,1355,1470
3202 - 8 York St,harbourfront-cityplace,43.640486,-79.380812,1098000,2,2,,0,1,0,3,3,5,26,21,0,44,0,0,0,0,1,0,3,0,10,32,14,76,69,0,136,0,0,0,0,5,0,6,1,18,62,44,215,128,0,237,0,0,0,0,14,POINT (-79.380812 43.640486),2534,507,1444,289,646,129,444,89,3900,6860,3875,4880,3460,1985,4085,8160,5135,4745,1355,1470
600 Queens Quay W Sph22,harbourfront-cityplace,43.636856,-79.397245,629500,1,1,,0,0,1,2,3,1,8,6,0,2,0,0,0,0,1,0,0,2,5,9,6,47,23,0,16,0,0,0,0,2,0,0,4,16,21,18,151,61,0,91,0,0,0,0,8,POINT (-79.397245 43.636856),2534,507,1444,289,646,129,444,89,3900,6860,3875,4880,3460,1985,4085,8160,5135,4745,1355,1470
1508 - 4 Spadina Ave,harbourfront-cityplace,43.640736,-79.393521,799000,2,2,,0,0,0,1,2,1,10,8,0,11,0,0,0,0,1,0,0,2,12,8,21,119,48,0,89,0,0,0,0,5,0,2,10,20,19,34,247,123,0,196,0,0,0,0,10,POINT (-79.393521 43.640736),2534,507,1444,289,646,129,444,89,3900,6860,3875,4880,3460,1985,4085,8160,5135,4745,1355,1470
102 George Henry Blvd #15,henry farm,43.77432,-79.348116,499999,3 bds,2 ba,,0,1,1,1,23,0,1,2,0,0,0,0,0,0,0,0,1,3,2,35,0,2,3,0,16,0,0,0,0,0,0,1,7,3,68,2,2,4,0,21,0,0,0,0,0,POINT (-79.348116 43.77432),1093,219,432,86,320,64,341,68,3510,6205,2350,2310,1035,305,3645,7045,2710,1750,325,220
52 Forest Manor Rd #521,henry farm,43.772384,-79.344395,629900,2 bds,2 ba,,0,1,1,0,23,0,1,2,0,2,0,0,0,0,0,0,1,4,2,40,0,2,3,0,16,0,0,0,0,0,0,1,8,2,68,0,11,6,0,19,0,0,0,0,0,POINT (-79.344395 43.772384),1093,219,432,86,320,64,341,68,3510,6205,2350,2310,1035,305,3645,7045,2710,1750,325,220
30 Herons Hill Way #506,henry farm,43.774938,-79.335458,668000,2 bds,2 ba,,0,0,1,0,8,0,1,2,0,0,0,0,0,0,0,0,0,3,1,16,1,11,4,0,19,0,0,0,0,0,0,1,8,3,89,1,18,6,0,23,0,0,0,0,1,POINT (-79.335458 43.774938),1093,219,432,86,320,64,341,68,3510,6205,2350,2310,1035,305,3645,7045,2710,1750,325,220
32 Forest Manor Rd #416,henry farm,43.771726,-79.344794,688888,2 bds,2 ba,809 sqft,0,1,1,0,16,0,0,1,0,0,0,0,0,0,0,0,1,5,2,41,0,2,3,0,16,0,0,0,0,0,0,1,8,2,70,0,11,6,0,18,0,0,0,0,0,POINT (-79.344794 43.771726),1093,219,432,86,320,64,341,68,3510,6205,2350,2310,1035,305,3645,7045,2710,1750,325,220
702 - 20 Forest Manor Rd,henry farm,43.772715,-79.344591,499900,2,2,,0,1,1,1,23,0,2,2,0,2,0,0,0,0,0,0,1,4,2,40,0,2,3,0,16,0,0,0,0,0,0,1,8,2,66,0,11,6,0,18,0,0,0,0,0,POINT (-79.344591 43.772715),1093,219,432,86,320,64,341,68,3510,6205,2350,2310,1035,305,3645,7045,2710,1750,325,220
Ph63 - 60 Ann O'reilly Rd,henry farm,43.774367,-79.329418,1249900,3,3,,0,0,0,0,10,1,9,3,0,1,0,0,0,0,0,0,0,3,1,40,1,16,4,0,8,0,0,0,0,1,0,0,7,2,69,1,20,4,0,15,0,0,0,0,1,POINT (-79.329418 43.774367),1093,219,432,86,320,64,341,68,3510,6205,2350,2310,1035,305,3645,7045,2710,1750,325,220
579 Indian Rd,high park north,43.65804,-79.456608,2999999,9bds,5ba,,0,2,0,0,14,3,9,7,0,10,0,0,0,0,0,0,3,7,4,49,5,18,14,0,24,0,0,0,0,1,0,4,8,5,102,12,49,29,0,31,0,0,0,0,2,POINT (-79.456608 43.65804),1213,243,591,118,413,83,209,42,3170,6275,2550,2870,1950,1680,3345,7155,3155,2605,925,1320
194 Clendenan Ave,high park north,43.656977,-79.471809,1499000,3 bds,3 ba,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,50,3,33,7,0,14,0,0,0,0,1,1,3,7,2,104,6,62,17,0,24,0,0,0,0,3,POINT (-79.471809 43.656977),1213,243,591,118,413,83,209,42,3170,6275,2550,2870,1950,1680,3345,7155,3155,2605,925,1320
901 - 100 Quebec Ave,high park north,43.655658,-79.46824,1149900,3,2,,0,1,0,0,9,1,1,1,0,1,0,0,0,0,1,0,3,5,0,40,4,11,6,0,10,0,0,0,0,1,0,3,8,2,96,8,60,16,0,26,0,0,0,0,2,POINT (-79.46824 43.655658),1213,243,591,118,413,83,209,42,3170,6275,2550,2870,1950,1680,3345,7155,3155,2605,925,1320
11 Prince Rupert Ave,high park north,43.658463,-79.453849,1849000,4,4,,0,2,2,0,10,3,8,7,0,10,0,0,0,0,0,0,3,7,4,49,7,24,16,0,25,0,0,0,0,1,0,4,10,5,104,11,53,29,0,37,0,0,0,0,1,POINT (-79.453849 43.658463),1213,243,591,118,413,83,209,42,3170,6275,2550,2870,1950,1680,3345,7155,3155,2605,925,1320
118 High Park Ave,high park north,43.657524,-79.467411,1988000,8,3,,0,1,1,0,8,0,0,1,0,0,0,0,0,0,0,0,2,5,0,50,4,26,9,0,11,0,0,0,0,2,0,3,8,2,104,8,58,18,0,25,0,0,0,0,2,POINT (-79.467411 43.657524),1213,243,591,118,413,83,209,42,3170,6275,2550,2870,1950,1680,3345,7155,3155,2605,925,1320
1811 - 100 Quebec Ave,high park north,43.655658,-79.46824,1049950,3,2,,0,1,0,0,9,1,1,1,0,1,0,0,0,0,1,0,3,5,0,40,4,11,6,0,10,0,0,0,0,1,0,3,8,2,96,8,60,16,0,26,0,0,0,0,2,POINT (-79.46824 43.655658),1213,243,591,118,413,83,209,42,3170,6275,2550,2870,1950,1680,3345,7155,3155,2605,925,1320
284 Ellis Ave,high park-swansea,43.645729,-79.472703,4250000,6 bds,7 ba,,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,35,3,16,5,0,11,0,0,0,0,1,0,3,5,1,68,5,28,11,1,18,0,0,0,0,2,POINT (-79.472703 43.645729),1307,261,475,95,561,112,271,54,3100,5290,2655,2845,2305,2390,3260,6170,3100,2985,1070,2015
133 Westminster Ave,high park-swansea,43.646774,-79.450533,3129999,5 bds,5 ba,,0,0,4,2,0,1,20,7,0,4,0,0,0,0,0,0,0,5,5,13,4,30,15,0,17,0,0,0,0,2,0,3,7,6,56,11,54,30,0,39,0,0,0,0,2,POINT (-79.450533 43.646774),1307,261,475,95,561,112,271,54,3100,5290,2655,2845,2305,2390,3260,6170,3100,2985,1070,2015
248 Garden Ave,high park-swansea,43.6432,-79.450769,1149000,6 bds,4 ba,,0,0,1,3,1,0,10,5,0,4,0,0,0,0,1,0,0,5,3,13,2,32,18,0,12,0,0,0,0,1,0,0,7,5,34,10,54,27,0,32,0,0,0,0,2,POINT (-79.450769 43.6432),1307,261,475,95,561,112,271,54,3100,5290,2655,2845,2305,2390,3260,6170,3100,2985,1070,2015
